IdCiudad;Nombre;Apellido;FechaNacimiento;EstadoCivil;Genero;Email;IngresoAnual;TotalHijos;CantHijosEnCasa;Educacion;Ocupacion;Propietario;CantAutomoviles;Direccion;Telefono;Distancia;Region;Edad;prediction(ComproBicicleta);$T-Bietápico;Tipo Bicicleta
641;Gabriel;Patterson;19740;C;M;gabriel7@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;0;2;7788 Olive St;115-555-0124;1-2 Km.;Norte;59;1;Cluster-3;Basic
607;Mason;Green;22248;C;M;mason37@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;3909 Lavetta Way;654-555-0178;2-5 Km.;Norte;52;1;Cluster-1;Basic
311;Morgan;Richardson;21419;S;F;morgan57@mineriadedatos.com.ar;60000;1;0;Licenciatura;Profesional;1;1;8736 E. 62nd Street;559-555-0128;2-5 Km.;Norte;54;1;Cluster-1;Basic
4;Lance;Sanz;29306;S;M;lance20@mineriadedatos.com.ar;10000;0;0;Estudios universitarios (en curso);Obrero;0;1;8327 Roundhouse Place;500 555-0136;0-1 Km.;Sur;33;1;Cluster-3;Basic
155;Kari;Malhotra;22086;C;F;kari6@mineriadedatos.com.ar;30000;3;0;Licenciatura;Administrativo;1;0;Postfach 8 11 55;500 555-0116;0-1 Km.;Centro;52;1;Cluster-1;Basic
205;Casey;She;22806;S;F;casey0@mineriadedatos.com.ar;30000;4;0;Estudios de postgrado;Administrativo;1;0;37  place de Fontenoy;500 555-0154;0-1 Km.;Centro;50;1;Cluster-1;Basic
4;Ebony;Hernandez;15961;C;F;ebony26@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;1;2;7614 Inez Ave;500 555-0120;5-10 Km.;Sur;69;1;Cluster-1;Basic
638;Lauren;Wilson;19786;C;F;lauren25@mineriadedatos.com.ar;30000;1;0;EducaciÃ³n secundaria;Administrativo;1;1;9387 Oak Brook Place;937-555-0124;5-10 Km.;Norte;59;1;Cluster-1;Basic
552;Eric;Hughes;19841;C;M;eric20@mineriadedatos.com.ar;30000;1;0;EducaciÃ³n secundaria;Administrativo;1;1;6645 Sunshine;504-555-0114;2-5 Km.;Norte;59;1;Cluster-1;Basic
38;Adrienne;Martin;27481;S;F;adrienne0@mineriadedatos.com.ar;80000;0;0;Licenciatura;Profesional;1;2;5188 Duke Way;500 555-0124;10+ Km.;Sur;38;1;Cluster-1;Basic
345;Jesse;Kelly;26515;C;M;jesse2@mineriadedatos.com.ar;70000;1;0;Estudios de postgrado;Profesional;1;0;8890 Limewood Pl.;847-555-0122;2-5 Km.;Norte;40;1;Cluster-1;Basic
36;Clarence;Liu;21513;S;M;clarence40@mineriadedatos.com.ar;900000;0;0;Estudios de postgrado;GestiÃ³n;1;3;1726 Chestnut;500 555-0118;0-1 Km.;Sur;54;1;Cluster-2;Kinder y Sports
40;Misty;Chander;20927;S;F;misty17@mineriadedatos.com.ar;70000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;2050 Glazier Dr;500 555-0145;5-10 Km.;Sur;56;1;Cluster-1;Basic
179;Julie;Pal;24009;S;F;julie17@mineriadedatos.com.ar;30000;2;2;Estudios universitarios (en curso);Administrativo;1;1;2  rue des Vendangeurs;500 555-0110;0-1 Km.;Centro;47;1;Cluster-1;Basic
249;Troy;Patel;23564;C;M;troy3@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;9443 Lacanda Ct.;500 555-0153;0-1 Km.;Centro;48;1;Cluster-1;Basic
36;Gail;Alexander;25062;S;F;gail5@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;918 Park Lane;500 555-0120;5-10 Km.;Sur;44;1;Cluster-3;Basic
30;Kathleen;Gomez;25405;C;F;kathleen3@mineriadedatos.com.ar;100000;1;0;Estudios de postgrado;GestiÃ³n;1;0;4769 Detroit Avenue;500 555-0157;2-5 Km.;Sur;43;1;Cluster-1;Basic
547;Ethan;Shan;19855;C;M;ethan27@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;9551 Jones Rd;168-555-0113;5-10 Km.;Norte;59;1;Cluster-1;Basic
53;Abigail;Thompson;23165;C;F;abigail56@mineriadedatos.com.ar;60000;3;2;Estudios de postgrado;Profesional;1;0;6738 Court Street;792-555-0194;2-5 Km.;Norte;49;1;Cluster-1;Basic
329;Brianna;Russell;12897;C;F;brianna65@mineriadedatos.com.ar;120000;1;3;Estudios de postgrado;GestiÃ³n;1;4;9558 Orchard View Ave.;623-555-0192;2-5 Km.;Norte;78;1;Cluster-2;Kinder y Sports
244;Kristi;Hernandez;24851;S;F;kristi0@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;0;0;4443 Virginia Lane;500 555-0182;0-1 Km.;Centro;45;1;Cluster-3;Basic
301;Allison;Richardson;21036;C;F;allison8@mineriadedatos.com.ar;40000;1;0;Estudios universitarios (en curso);Administrativo;1;1;4344 Azoras Cir;618-555-0124;0-1 Km.;Norte;55;1;Cluster-1;Basic
69;Jasmine;Davis;25481.04167;S;F;jasmine5@mineriadedatos.com.ar;70000;5;0;Estudios de postgrado;Profesional;1;0;9892 N. Spoonwood Ct.;540-555-0181;2-5 Km.;Norte;43;1;Cluster-1;Basic
322;Victoria;Bryant;26749;C;F;victoria64@mineriadedatos.com.ar;40000;1;0;Estudios de postgrado;Obrero especializado;1;0;4822 Center Street;230-555-0189;0-1 Km.;Norte;40;1;Cluster-1;Basic
236;Joanna;Hernandez;23105;C;F;joanna2@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;5738 Bent Tree Lane;500 555-0175;0-1 Km.;Centro;50;1;Cluster-1;Basic
20;Candice;Liu;23890;S;F;candice11@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;1;1;7835 Rio Blanco Dr.;500 555-0147;5-10 Km.;Sur;47;1;Cluster-1;Basic
13;Bethany;Goel;20492;S;F;bethany0@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria;Obrero especializado;0;2;1474 Bentley Ct.;500 555-0172;1-2 Km.;Sur;57;1;Cluster-3;Basic
339;Jennifer;Diaz;25002;S;F;jennifer95@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;2099 San Jose;117-555-0118;0-1 Km.;Norte;44;1;Cluster-3;Basic
15;Arthur;Chandra;20461;C;M;arthur4@mineriadedatos.com.ar;70000;2;0;EducaciÃ³n secundaria;Obrero especializado;0;2;1874 Orchid Ct;500 555-0196;1-2 Km.;Sur;57;1;Cluster-3;Basic
32;Shawna;Andersen;25387;C;F;shawna14@mineriadedatos.com.ar;90000;1;0;Estudios de postgrado;GestiÃ³n;1;0;5165 Cambridge Drive;500 555-0149;0-1 Km.;Sur;43;1;Cluster-1;Basic
153;Virginia;Fernandez;25145;C;F;virginia18@mineriadedatos.com.ar;40000;0;0;Estudios de postgrado;Administrativo;1;0;KrÃ¶nerweg 9679;500 555-0116;0-1 Km.;Centro;44;1;Cluster-1;Basic
238;Savannah;Gray;26281;S;F;savannah4@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;1;1;9617 Pheasant Ct;500 555-0190;2-5 Km.;Centro;41;1;Cluster-1;Basic
27;Harold;Raman;29111;C;M;harold9@mineriadedatos.com.ar;20000;0;0;Licenciatura;Administrativo;0;0;9930 Clinton Dr;500 555-0152;0-1 Km.;Sur;33;1;Cluster-3;Basic
183;Derek;Tang;24147;S;M;derek4@mineriadedatos.com.ar;20000;2;2;EducaciÃ³n secundaria;Obrero;1;0;421  rue LÃ©o Delibes;500 555-0195;0-1 Km.;Centro;47;1;Cluster-1;Basic
633;Sydney;Flores;19593;C;F;sydney34@mineriadedatos.com.ar;70000;3;0;Estudios de postgrado;GestiÃ³n;1;2;7948 Rambling Lane;621-555-0147;5-10 Km.;Norte;59;1;Cluster-1;Basic
298;Andy;Hernandez;22643;S;M;andy8@mineriadedatos.com.ar;110000;1;3;Licenciatura;GestiÃ³n;1;3;5485 Wee Donegal;922-555-0148;5-10 Km.;Norte;51;1;Cluster-2;Kinder y Sports
230;Kate;Raje;25024;C;F;kate11@mineriadedatos.com.ar;30000;1;1;Licenciatura;Administrativo;1;0;16 Woodside Court;500 555-0182;2-5 Km.;Centro;44;1;Cluster-1;Basic
273;Audrey;Gutierrez;23244;C;F;audrey12@mineriadedatos.com.ar;40000;1;0;Licenciatura;Obrero especializado;1;0;5271 Sierra Road;500 555-0141;0-1 Km.;Centro;49;1;Cluster-1;Basic
22;Carolyn;Mehta;24900;C;F;carolyn13@mineriadedatos.com.ar;60000;2;2;Licenciatura;Profesional;0;1;4644 Rossmor Parkway;500 555-0123;0-1 Km.;Sur;45;1;Cluster-3;Basic
26;Kyle;Green;20567;C;M;kyle42@mineriadedatos.com.ar;80000;2;0;Estudios universitarios (en curso);Obrero especializado;1;1;7980 Firestone Drive;500 555-0189;5-10 Km.;Sur;57;1;Cluster-1;Basic
134;Mindy;Luo;19970;C;F;mindy10@mineriadedatos.com.ar;10000;2;0;Estudios universitarios (en curso);Obrero;1;1;Brunnenstr 7566;500 555-0194;2-5 Km.;Centro;58;1;Cluster-1;Basic
18;Brandy;Garcia;25490;S;F;brandy11@mineriadedatos.com.ar;130000;1;0;Estudios de postgrado;GestiÃ³n;0;1;7420 Lilac Circle;500 555-0118;2-5 Km.;Sur;43;1;Cluster-3;Basic
374;Richard;Bryant;25458;C;M;richard73@mineriadedatos.com.ar;80000;3;0;Estudios de postgrado;Profesional;1;0;292 Shangri-la Rd.;642-555-0119;0-1 Km.;Norte;43;1;Cluster-1;Basic
242;Renee;Jimenez;24644;S;F;renee5@mineriadedatos.com.ar;10000;3;3;EducaciÃ³n secundaria (en curso);Obrero;1;1;2941 Jill Ave;500 555-0140;0-1 Km.;Centro;45;1;Cluster-1;Basic
302;Hailey;Torres;19890;C;F;hailey13@mineriadedatos.com.ar;30000;1;0;EducaciÃ³n secundaria;Administrativo;1;1;7308 Star Tree Court;926-555-0159;2-5 Km.;Norte;58;1;Cluster-1;Basic
536;Lawrence;Hernandez;21421;S;M;lawrence1@mineriadedatos.com.ar;40000;2;0;Estudios universitarios (en curso);Administrativo;1;1;4865 A St.;197-555-0118;1-2 Km.;Norte;54;1;Cluster-1;Basic
192;Kathryn;Xie;24795;C;F;kathryn3@mineriadedatos.com.ar;40000;0;0;Licenciatura;Administrativo;1;0;14  rue de Cambrai;500 555-0135;0-1 Km.;Centro;45;1;Cluster-1;Basic
29;Kristi;Chapman;22078;S;F;kristi18@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;1312 Creekside Dr.;500 555-0132;5-10 Km.;Sur;52;1;Cluster-1;Basic
2;Jill;Ortega;24833;C;F;jill30@mineriadedatos.com.ar;90000;2;0;Licenciatura;Profesional;1;0;2824 Meadowvale Court;500 555-0199;2-5 Km.;Sur;45;1;Cluster-1;Basic
18;Neil;Suarez;19593;C;M;neil18@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;1;1;9967 Malibu Place;500 555-0187;0-1 Km.;Sur;59;1;Cluster-1;Basic
314;John;Brown;20616;C;M;john42@mineriadedatos.com.ar;70000;3;2;Estudios universitarios (en curso);Profesional;1;1;1283 Cowell Rd.;186-555-0112;5-10 Km.;Norte;56;1;Cluster-1;Basic
3;Heather;Lin;27865;C;F;heather7@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;1;3;4890 Heron Ct;500 555-0116;10+ Km.;Sur;37;1;Cluster-1;Basic
609;Hector;Hernandez;20660;C;M;hector2@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;1;2;9204 Lexington Road;914-555-0151;5-10 Km.;Norte;56;1;Cluster-1;Basic
23;Destiny;Jones;19855;S;F;destiny3@mineriadedatos.com.ar;80000;2;0;Estudios universitarios (en curso);Obrero especializado;1;2;P. O. Box # 9257;500 555-0154;5-10 Km.;Sur;59;1;Cluster-1;Basic
310;April;Luo;13036;C;F;april5@mineriadedatos.com.ar;80000;4;0;Estudios de postgrado;GestiÃ³n;1;2;4575 Shannondale Drive;223-555-0162;1-2 Km.;Norte;77;1;Cluster-1;Basic
536;Cara;Wu;20637;S;F;cara3@mineriadedatos.com.ar;70000;3;0;Estudios universitarios (en curso);Profesional;0;2;415 Courthouse Drive;833-555-0143;0-1 Km.;Norte;56;1;Cluster-3;Basic
55;Haley;Hernandez;26893;S;F;haley53@mineriadedatos.com.ar;50000;0;0;Estudios de postgrado;Obrero especializado;1;0;1671 Via Del Verdes;120-555-0112;0-1 Km.;Norte;39;1;Cluster-1;Basic
299;Sheila;Gutierrez;22442;C;F;sheila11@mineriadedatos.com.ar;110000;1;3;Licenciatura;GestiÃ³n;1;3;3023 Adria Drive;551-555-0114;2-5 Km.;Norte;51;1;Cluster-2;Kinder y Sports
361;Gavin;Hughes;20563;S;M;gavin11@mineriadedatos.com.ar;80000;2;0;EducaciÃ³n secundaria (en curso);Obrero especializado;0;2;1597 Apple Dr.;774-555-0177;1-2 Km.;Norte;57;1;Cluster-3;Basic
307;Katherine;Alexander;20882;C;F;katherine45@mineriadedatos.com.ar;90000;2;0;Estudios universitarios (en curso);Profesional;1;1;3675 Q St.;638-555-0187;2-5 Km.;Norte;56;1;Cluster-1;Basic
21;Carla;Rodriguez;19551;C;F;carla22@mineriadedatos.com.ar;40000;2;0;Licenciatura;GestiÃ³n;1;1;7341 46th St.;500 555-0167;0-1 Km.;Sur;59;1;Cluster-1;Basic
276;Alan;Zeng;25594;S;M;alan26@mineriadedatos.com.ar;40000;2;2;Estudios universitarios (en curso);Administrativo;1;0;6289 Duck Horn Court;500 555-0117;1-2 Km.;Centro;43;1;Cluster-1;Basic
337;Katherine;Patterson;24939;S;F;katherine36@mineriadedatos.com.ar;70000;0;0;Licenciatura;Profesional;0;1;7306 Pastime Drive;670-555-0187;0-1 Km.;Norte;45;1;Cluster-3;Basic
634;Brandon;Zhang;22688;C;M;brandon20@mineriadedatos.com.ar;60000;1;0;Estudios universitarios (en curso);Obrero especializado;1;1;8461 Everett Ct;822-555-0128;2-5 Km.;Norte;51;1;Cluster-1;Basic
277;Bruce;Sara;26484;S;M;bruce9@mineriadedatos.com.ar;30000;0;0;EducaciÃ³n secundaria;Obrero;0;1;5237 Babel Lane;500 555-0144;1-2 Km.;Centro;40;1;Cluster-3;Basic
343;Benjamin;Taylor;24662;S;M;benjamin43@mineriadedatos.com.ar;60000;0;0;Estudios de postgrado;Profesional;0;1;2078 Jennifer Way;571-555-0135;0-1 Km.;Norte;45;1;Cluster-3;Basic
329;Mariah;Russell;24761;S;F;mariah24@mineriadedatos.com.ar;40000;0;0;Licenciatura;Profesional;1;1;2292 Springlake Drive;403-555-0138;2-5 Km.;Norte;45;1;Cluster-1;Basic
